"","id","target","response","autoscore","trial number","rewardcue","cents","ParticipantID"
"2374","5e1bae98fd00423d9cb908d8"," HOT SUN WARMED TEA","the hot sun warmed the field",75,54,"0",0,"30"
"2375","5e1bae98fd00423d9cb908d8"," TEACHER CHOSE DIFFICULT QUESTION","the teacher chose a different child",50,55,"0",0,"30"
"2376","5e1bae98fd00423d9cb908d8"," SMALL ANIMAL SCARED BABY","the small animal started bleeding",50,56,"0",0,"30"
"2377","5e1bae98fd00423d9cb908d8"," AUTHOR TOLD INTERESTING STORY","the author told an interesting story",100,57,"$$$",62.5,"30"
"2378","5e1bae98fd00423d9cb908d8"," BOSS MET NEW CUSTOMERS","the boss met the story",50,58,"$$$",31.25,"30"
"2379","5e1bae98fd00423d9cb908d8"," BALL BROKE GLASS WINDOW","the ball broke the glass window",100,59,"$$$",62.5,"30"
"2380","5e1bae98fd00423d9cb908d8"," HORSE MADE LOUD NOISE","the made a loud noise",75,60,"$$$",46.875,"30"
"2381","5e1bae98fd00423d9cb908d8"," BOSS BOUGHT NEW CAR","the ball",0,61,"0",0,"30"
"2382","5e1bae98fd00423d9cb908d8"," MOTHER BAKED DELICIOUS COOKIES","the mother baked the delicious cookies",100,62,"0",0,"30"
"2383","5e1bae98fd00423d9cb908d8"," DOCTOR HELPED SICK PATIENT","the doctor helped the sick patient",100,63,"0",0,"30"
"2384","5e1bae98fd00423d9cb908d8"," COUPLE EXPECTED NEW BABY","the couple expected a new baby",100,64,"0",0,"30"
"2385","5e1bae98fd00423d9cb908d8"," BUSY DAUGHTER JOINED MUSEUM","the busy daughter joined the museum",100,65,"0",0,"30"
"2386","5e1bae98fd00423d9cb908d8"," PLAYER HURT LEFT HAND","the player hurt his left hand",100,66,"0",0,"30"
"2387","5e1bae98fd00423d9cb908d8"," TALENTED DOCTOR SAVED CHILD","the doctor saved the child",75,67,"0",0,"30"
"2388","5e1bae98fd00423d9cb908d8"," THREE SISTERS SHARED CLOTHES","the sisters shared the clothes",75,68,"0",0,"30"
"2389","5e1bae98fd00423d9cb908d8"," HUNGRY RABBIT ATE CARROTS","the hungry rabbit ate the carrots",100,69,"0",0,"30"
"2390","5e1bae98fd00423d9cb908d8"," TEAM PLAYED DIFFICULT GAME","the team played a different game",75,70,"0",0,"30"
"2391","5e1bae98fd00423d9cb908d8"," CUSTOMERS HATED BLACK TEA","the customers hated the black paint",75,71,"0",0,"30"
"2392","5e1bae98fd00423d9cb908d8"," DARK HOUSE SCARED BABY","the dark house scared the baby",100,72,"0",0,"30"
"2393","5e1bae98fd00423d9cb908d8"," TALENTED MUSICIAN KNEW SONGS","the talented musician is a father",50,73,"0",0,"30"
"2394","5e1bae98fd00423d9cb908d8"," CHILDREN LIKED FRESH VEGETABLES","the children liked the noise",50,74,"0",0,"30"
"2395","5e1bae98fd00423d9cb908d8"," SOFT MUSIC PLEASED BOSS","the soft music plays the boss",75,75,"0",0,"30"
"2396","5e1bae98fd00423d9cb908d8"," MEAN CHILDREN BROKE RULES","the mean children take the balls",50,76,"0",0,"30"
"2397","5e1bae98fd00423d9cb908d8"," HORRIBLE STORY UPSET GRANDMOTHER","the horrible story accept",50,77,"$$$",31.25,"30"
"2398","5e1bae98fd00423d9cb908d8"," LOUD NOISE UPSET BABY","the loud noise upset the baby",100,78,"$$$",62.5,"30"
"2399","5e1bae98fd00423d9cb908d8"," GRAY GREY RABBIT LOVED CARROTS","the gray rabbit loved the carrots",100,79,"$$$",62.5,"30"
"2400","5e1bae98fd00423d9cb908d8"," SON LOVED TOY CAR","the son loved the toy car",100,80,"$$$",62.5,"30"
"2401","5c97d5bb41502a0017b3aadf"," AUTHOR TOLD INTERESTING STORY","the author told an interesting story",100,1,"0",0,"31"
"2402","5c97d5bb41502a0017b3aadf"," BOSS MET NEW CUSTOMERS","the boss met the customer",50,2,"0",0,"31"
"2403","5c97d5bb41502a0017b3aadf"," BALL BROKE GLASS WINDOW","the ball broke the glass",75,3,"0",0,"31"
"2404","5c97d5bb41502a0017b3aadf"," HORSE MADE LOUD NOISE","the horse made the lap",50,4,"0",0,"31"
"2405","5c97d5bb41502a0017b3aadf"," COUPLE WANTED YOUNGEST CHILD","the couple went",25,5,"0",0,"31"
"2406","5c97d5bb41502a0017b3aadf"," WOMAN MET RICH ACTOR","member",0,6,"0",0,"31"
"2407","5c97d5bb41502a0017b3aadf"," TINY FLIES BOTHERED GIRL","time flies",25,7,"0",0,"31"
"2408","5c97d5bb41502a0017b3aadf"," CHEF COOKED DELICIOUS FOOD","the chef cooked delicious food",100,8,"0",0,"31"
"2409","5c97d5bb41502a0017b3aadf"," MAN ATE LARGE MEAL","the man ate a large cake",75,9,"0",0,"31"
"2410","5c97d5bb41502a0017b3aadf"," FAMILY WATCHED TALENTED PERFORMER","the family watched",50,10,"0",0,"31"
"2411","5c97d5bb41502a0017b3aadf"," CAT CHASED GRAY GREY MOUSE","the cat chased the gray mouse",100,11,"0",0,"31"
"2412","5c97d5bb41502a0017b3aadf"," TROUBLED CHILD NEEDED MOTHER","old child",25,12,"0",0,"31"
"2413","5c97d5bb41502a0017b3aadf"," BUSY DAUGHTER JOINED MUSEUM","the busy daughter",50,13,"0",0,"31"
"2414","5c97d5bb41502a0017b3aadf"," PLAYER HURT LEFT HAND","the player hurt his left",75,14,"0",0,"31"
"2415","5c97d5bb41502a0017b3aadf"," TALENTED DOCTOR SAVED CHILD","doctor saved the child",75,15,"0",0,"31"
"2416","5c97d5bb41502a0017b3aadf"," THREE SISTERS SHARED CLOTHES","shared the clothes",50,16,"0",0,"31"
"2417","5c97d5bb41502a0017b3aadf"," PRETTY WOMAN LIKED COOKIES","the printer ink",0,17,"$$$",0,"31"
"2418","5c97d5bb41502a0017b3aadf"," HOT SUN WARMED TEA","the hot sun warmed me",75,18,"$$$",46.875,"31"
"2419","5c97d5bb41502a0017b3aadf"," TEACHER CHOSE DIFFICULT QUESTION","the teacher chose",50,19,"$$$",31.25,"31"
"2420","5c97d5bb41502a0017b3aadf"," SMALL ANIMAL SCARED BABY","the small animals cuddled",25,20,"$$$",15.625,"31"
"2421","5c97d5bb41502a0017b3aadf"," PRESIDENT GAVE INTERESTING SPEECH","the president gave an addressing speech",75,21,"0",0,"31"
"2422","5c97d5bb41502a0017b3aadf"," MAN HEARD BEAUTIFUL MUSIC","the man heard",50,22,"0",0,"31"
"2423","5c97d5bb41502a0017b3aadf"," LARGE MONKEY CHASED CHILD","none",0,23,"0",0,"31"
"2424","5c97d5bb41502a0017b3aadf"," FAMILY CLEANED DIRTY HOUSE","the family cleaned the dirty house",100,24,"0",0,"31"
"2425","5c97d5bb41502a0017b3aadf"," YOUNGEST SISTER WATCHED PARADE","the other sister",25,25,"0",0,"31"
"2426","5c97d5bb41502a0017b3aadf"," PROFESSOR GAVE UNFAIR GRADE","the professor gave the better grade",75,26,"0",0,"31"
"2427","5c97d5bb41502a0017b3aadf"," FOOTBALL PLAYER WON PRIZE","the football played owned the house",25,27,"0",0,"31"
"2428","5c97d5bb41502a0017b3aadf"," MOTHER DRANK ORANGE JUICE","drank orange juice",75,28,"0",0,"31"
"2429","5c97d5bb41502a0017b3aadf"," GRANDFATHER CHOSE OLD MOVIE","the grandfather chose an old melody",75,29,"0",0,"31"
"2430","5c97d5bb41502a0017b3aadf"," BLACK BEAR SCARED VISITORS","none",0,30,"0",0,"31"
"2431","5c97d5bb41502a0017b3aadf"," GRAY GREY MOUSE ATE CHEESE","the gray mouse",50,31,"0",0,"31"
"2432","5c97d5bb41502a0017b3aadf"," THIRSTY DOG DRANK WATER","the thirsty dog drank the water",100,32,"0",0,"31"
"2433","5c97d5bb41502a0017b3aadf"," HORRIBLE STORY UPSET GRANDMOTHER","the horrible snore upset me",50,33,"0",0,"31"
"2434","5c97d5bb41502a0017b3aadf"," LOUD NOISE UPSET BABY","lawnmower",0,34,"0",0,"31"
"2435","5c97d5bb41502a0017b3aadf"," GRAY GREY RABBIT LOVED CARROTS","loved the carrots",50,35,"0",0,"31"
"2436","5c97d5bb41502a0017b3aadf"," SON LOVED TOY CAR","the sun",0,36,"0",0,"31"
"2437","5c97d5bb41502a0017b3aadf"," HUNGRY RABBIT ATE CARROTS","the hungry rabbit ate the carrots",100,37,"$$$",62.5,"31"
"2438","5c97d5bb41502a0017b3aadf"," TEAM PLAYED DIFFICULT GAME","lady played",25,38,"$$$",15.625,"31"
"2439","5c97d5bb41502a0017b3aadf"," CUSTOMERS HATED BLACK TEA","the customers hated the black",75,39,"$$$",46.875,"31"
"2440","5c97d5bb41502a0017b3aadf"," DARK HOUSE SCARED BABY","scared",25,40,"$$$",15.625,"31"
"2441","5c97d5bb41502a0017b3aadf"," DOCTOR OWNED YELLOW CAR","the doctor owned the yellow car",100,41,"0",0,"31"
"2442","5c97d5bb41502a0017b3aadf"," WIND DESTROYED TINY HOUSE","the man destroyed the",25,42,"0",0,"31"
"2443","5c97d5bb41502a0017b3aadf"," CHEF CHOSE DELICIOUS CHEESE","the chef chose cheese",75,43,"0",0,"31"
"2444","5c97d5bb41502a0017b3aadf"," SMALL FAMILY PLAYED GAME","the small family lived in an old home",50,44,"0",0,"31"
"2445","5c97d5bb41502a0017b3aadf"," BOSS BOUGHT NEW CAR","none",0,45,"0",0,"31"
"2446","5c97d5bb41502a0017b3aadf"," MOTHER BAKED DELICIOUS COOKIES","the mother baked delicious cookies",100,46,"0",0,"31"
"2447","5c97d5bb41502a0017b3aadf"," DOCTOR HELPED SICK PATIENT","the doctor helped the sick patient",100,47,"0",0,"31"
"2448","5c97d5bb41502a0017b3aadf"," COUPLE EXPECTED NEW BABY","the couple expected a baby",75,48,"0",0,"31"
"2449","5c97d5bb41502a0017b3aadf"," STORE SOLD DIRTY CLOTHES","none",0,49,"0",0,"31"
"2450","5c97d5bb41502a0017b3aadf"," MAN ATE FRESH PEPPERS","the man ate the fresh peppers",100,50,"0",0,"31"
"2451","5c97d5bb41502a0017b3aadf"," SMALL BOY CHOSE GAME","the small chose the game",75,51,"0",0,"31"
"2452","5c97d5bb41502a0017b3aadf"," SMALL RESTAURANT NEEDED MONEY","the small restaurant",50,52,"0",0,"31"
"2453","5c97d5bb41502a0017b3aadf"," WOMAN HEARD BEAUTIFUL SONG","none",0,53,"0",0,"31"
"2454","5c97d5bb41502a0017b3aadf"," TRAVELERS VISITED NEW MUSEUM","the travelers visited the new museum",100,54,"0",0,"31"
"2455","5c97d5bb41502a0017b3aadf"," MEAN BEAR ATE FRUIT","ate",25,55,"0",0,"31"
"2456","5c97d5bb41502a0017b3aadf"," TALENTED AUTHOR RECEIVED PRIZE","the adopted child received a prize",50,56,"0",0,"31"
"2457","5c97d5bb41502a0017b3aadf"," TALENTED MUSICIAN KNEW SONGS","the musician",25,57,"$$$",15.625,"31"
"2458","5c97d5bb41502a0017b3aadf"," CHILDREN LIKED FRESH VEGETABLES","the children liked the fresh vegetables",100,58,"$$$",62.5,"31"
"2459","5c97d5bb41502a0017b3aadf"," SOFT MUSIC PLEASED BOSS","the soft music pleased the boss",100,59,"$$$",62.5,"31"
"2460","5c97d5bb41502a0017b3aadf"," MEAN CHILDREN BROKE RULES","the new children",25,60,"$$$",15.625,"31"
"2461","5c97d5bb41502a0017b3aadf"," RICH BOYFRIEND OWNED HOUSES","the rich boyfriend owned his own house",75,61,"0",0,"31"
"2462","5c97d5bb41502a0017b3aadf"," HARDWORKING FARMER GREW CORN","the person came for a new car",0,62,"0",0,"31"
"2463","5c97d5bb41502a0017b3aadf"," MONKEY MADE HORRIBLE NOISE","none",0,63,"0",0,"31"
"2464","5c97d5bb41502a0017b3aadf"," HOT COFFEE HURT BOY","the hot coffee burned her tongue",50,64,"0",0,"31"
"2465","5c97d5bb41502a0017b3aadf"," MONKEY WANTED YELLOW BANANA","none",0,65,"0",0,"31"
"2466","5c97d5bb41502a0017b3aadf"," SCHOOL NEEDED NEW TEACHER","the school lady",25,66,"0",0,"31"
"2467","5c97d5bb41502a0017b3aadf"," BOY CARRIED HEAVY CHAIR","the boy carried the heavy chair",100,67,"0",0,"31"
"2468","5c97d5bb41502a0017b3aadf"," ENGLISH STUDENT READ BOOK","gathered",0,68,"0",0,"31"
"2469","5c97d5bb41502a0017b3aadf"," MAN SHARED DIFFICULT STORY","the men shared",25,69,"0",0,"31"
"2470","5c97d5bb41502a0017b3aadf"," BOSS TOLD HORRIBLE JOKE","the boss told a funny joke",75,70,"0",0,"31"
"2471","5c97d5bb41502a0017b3aadf"," GIRL LOVED SWEET COFFEE","the girl loved the sweet coffee",100,71,"0",0,"31"
"2472","5c97d5bb41502a0017b3aadf"," STRONG FATHER CARRIED BROTHER","the strong daughter carried the water",50,72,"0",0,"31"
"2473","5c97d5bb41502a0017b3aadf"," BROTHER MET TALENTED ARTIST","the brother met",50,73,"0",0,"31"
"2474","5c97d5bb41502a0017b3aadf"," GRANDFATHER MADE WOODEN CHAIR","the grandfather knew that",25,74,"0",0,"31"
"2475","5c97d5bb41502a0017b3aadf"," NEIGHBOR LIKED LOUD SONG","the neighbor liked the loud song",100,75,"0",0,"31"
"2476","5c97d5bb41502a0017b3aadf"," TEACHER WROTE DIFFICULT QUESTION","the teacher voted for",25,76,"0",0,"31"
"2477","5c97d5bb41502a0017b3aadf"," NURSE CLEANED DIRTY CLOTHES","the nurse made her own clothes",50,77,"$$$",31.25,"31"
"2478","5c97d5bb41502a0017b3aadf"," FATHER HUGGED SAD DAUGHTER","the father owned a sad home",50,78,"$$$",31.25,"31"
"2479","5c97d5bb41502a0017b3aadf"," PRETTY GIRL WON PRIZE","the pretty girl won the prize",100,79,"$$$",62.5,"31"
"2480","5c97d5bb41502a0017b3aadf"," BOY CARRIED SMALL RABBIT","the boy carried the small toy",75,80,"$$$",46.875,"31"
"2481","5eb24b26f30ede1a6ae46c14"," BUSY DAUGHTER JOINED MUSEUM","his daughter joined the musical",50,1,"0",0,"32"
"2482","5eb24b26f30ede1a6ae46c14"," PLAYER HURT LEFT HAND","the umpire hurt his left hand",75,2,"0",0,"32"
"2483","5eb24b26f30ede1a6ae46c14"," TALENTED DOCTOR SAVED CHILD","doctors saved the",25,3,"0",0,"32"
"2484","5eb24b26f30ede1a6ae46c14"," THREE SISTERS SHARED CLOTHES","none",0,4,"0",0,"32"
"2485","5eb24b26f30ede1a6ae46c14"," AUTHOR TOLD INTERESTING STORY","the author told an interesting story",100,5,"0",0,"32"
"2486","5eb24b26f30ede1a6ae46c14"," BOSS MET NEW CUSTOMERS","the boss met the customers",75,6,"0",0,"32"
"2487","5eb24b26f30ede1a6ae46c14"," BALL BROKE GLASS WINDOW","the ball broke the glass window",100,7,"0",0,"32"
"2488","5eb24b26f30ede1a6ae46c14"," HORSE MADE LOUD NOISE","none",0,8,"0",0,"32"
"2489","5eb24b26f30ede1a6ae46c14"," MAN SHARED DIFFICULT STORY","the manager of the different store",0,9,"0",0,"32"
"2490","5eb24b26f30ede1a6ae46c14"," BOSS TOLD HORRIBLE JOKE","the boss told an old joke",75,10,"0",0,"32"
"2491","5eb24b26f30ede1a6ae46c14"," GIRL LOVED SWEET COFFEE","the girl loved the sweet coffee",100,11,"0",0,"32"
"2492","5eb24b26f30ede1a6ae46c14"," STRONG FATHER CARRIED BROTHER","the strong father carried the boy",75,12,"0",0,"32"
"2493","5eb24b26f30ede1a6ae46c14"," TALENTED MUSICIAN KNEW SONGS","the talented musician",50,13,"0",0,"32"
"2494","5eb24b26f30ede1a6ae46c14"," CHILDREN LIKED FRESH VEGETABLES","the children liked the fresh",75,14,"0",0,"32"
"2495","5eb24b26f30ede1a6ae46c14"," SOFT MUSIC PLEASED BOSS","the soft music pleased the boss",100,15,"0",0,"32"
"2496","5eb24b26f30ede1a6ae46c14"," MEAN CHILDREN BROKE RULES","mother and children",25,16,"0",0,"32"
"2497","5eb24b26f30ede1a6ae46c14"," HUNGRY RABBIT ATE CARROTS","the hungry rabbit ate carrots",100,17,"$$$",62.5,"32"
"2498","5eb24b26f30ede1a6ae46c14"," TEAM PLAYED DIFFICULT GAME","the team played a difficult game",100,18,"$$$",62.5,"32"
"2499","5eb24b26f30ede1a6ae46c14"," CUSTOMERS HATED BLACK TEA","the customers hated the tea",75,19,"$$$",46.875,"32"
"2500","5eb24b26f30ede1a6ae46c14"," DARK HOUSE SCARED BABY","none",0,20,"$$$",0,"32"
"2501","5eb24b26f30ede1a6ae46c14"," BROTHER MET TALENTED ARTIST","the brother met the",50,21,"0",0,"32"
"2502","5eb24b26f30ede1a6ae46c14"," GRANDFATHER MADE WOODEN CHAIR","the grandfather",25,22,"0",0,"32"
"2503","5eb24b26f30ede1a6ae46c14"," NEIGHBOR LIKED LOUD SONG","the neighbor liked the song",75,23,"0",0,"32"
"2504","5eb24b26f30ede1a6ae46c14"," TEACHER WROTE DIFFICULT QUESTION","none",0,24,"0",0,"32"
"2505","5eb24b26f30ede1a6ae46c14"," COUPLE WANTED YOUNGEST CHILD","the couple wanted the child",75,25,"0",0,"32"
"2506","5eb24b26f30ede1a6ae46c14"," WOMAN MET RICH ACTOR","the woman met the",50,26,"0",0,"32"
"2507","5eb24b26f30ede1a6ae46c14"," TINY FLIES BOTHERED GIRL","none",0,27,"0",0,"32"
"2508","5eb24b26f30ede1a6ae46c14"," CHEF COOKED DELICIOUS FOOD","the chef cooked the food",75,28,"0",0,"32"
"2509","5eb24b26f30ede1a6ae46c14"," MONKEY WANTED YELLOW BANANA","the monkey wanted the banana",75,29,"0",0,"32"
"2510","5eb24b26f30ede1a6ae46c14"," SCHOOL NEEDED NEW TEACHER","none",0,30,"0",0,"32"
"2511","5eb24b26f30ede1a6ae46c14"," BOY CARRIED HEAVY CHAIR","the boy carried the heavy chair",100,31,"0",0,"32"
"2512","5eb24b26f30ede1a6ae46c14"," ENGLISH STUDENT READ BOOK","none",0,32,"0",0,"32"
"2513","5eb24b26f30ede1a6ae46c14"," DOCTOR OWNED YELLOW CAR","the doctor owned the yellow car",100,33,"0",0,"32"
"2514","5eb24b26f30ede1a6ae46c14"," WIND DESTROYED TINY HOUSE","the wind destroyed the",50,34,"0",0,"32"
"2515","5eb24b26f30ede1a6ae46c14"," CHEF CHOSE DELICIOUS CHEESE","the chef chose the cheese",75,35,"0",0,"32"
"2516","5eb24b26f30ede1a6ae46c14"," SMALL FAMILY PLAYED GAME","the small family played the game",100,36,"0",0,"32"
"2517","5eb24b26f30ede1a6ae46c14"," GRANDFATHER CHOSE OLD MOVIE","the grandfather chose the",50,37,"$$$",31.25,"32"
"2518","5eb24b26f30ede1a6ae46c14"," BLACK BEAR SCARED VISITORS","the black bear scared the visitors",100,38,"$$$",62.5,"32"
"2519","5eb24b26f30ede1a6ae46c14"," GRAY GREY MOUSE ATE CHEESE","the greedy mouse ate the cheese",75,39,"$$$",46.875,"32"
"2520","5eb24b26f30ede1a6ae46c14"," THIRSTY DOG DRANK WATER","the thirsty dog drank the water",100,40,"$$$",62.5,"32"
"2521","5eb24b26f30ede1a6ae46c14"," PRESIDENT GAVE INTERESTING SPEECH","the president gave a speech",75,41,"0",0,"32"
"2522","5eb24b26f30ede1a6ae46c14"," MAN HEARD BEAUTIFUL MUSIC","the man heard",50,42,"0",0,"32"
"2523","5eb24b26f30ede1a6ae46c14"," LARGE MONKEY CHASED CHILD","the large monkey chased ths",75,43,"0",0,"32"
"2524","5eb24b26f30ede1a6ae46c14"," FAMILY CLEANED DIRTY HOUSE","the family cleaned the dirty house",100,44,"0",0,"32"
"2525","5eb24b26f30ede1a6ae46c14"," YOUNGEST SISTER WATCHED PARADE","the youngest was served fresh lemonade",25,45,"0",0,"32"
"2526","5eb24b26f30ede1a6ae46c14"," PROFESSOR GAVE UNFAIR GRADE","the professor gave",50,46,"0",0,"32"
"2527","5eb24b26f30ede1a6ae46c14"," FOOTBALL PLAYER WON PRIZE","the football player won the prize",100,47,"0",0,"32"
"2528","5eb24b26f30ede1a6ae46c14"," MOTHER DRANK ORANGE JUICE","the brother drank the orange juice",75,48,"0",0,"32"
"2529","5eb24b26f30ede1a6ae46c14"," HORRIBLE STORY UPSET GRANDMOTHER","the horrible story upset",75,49,"0",0,"32"
"2530","5eb24b26f30ede1a6ae46c14"," LOUD NOISE UPSET BABY","the loud noise upset the baby",100,50,"0",0,"32"
"2531","5eb24b26f30ede1a6ae46c14"," GRAY GREY RABBIT LOVED CARROTS","the gray rabbit loved the carrots",100,51,"0",0,"32"
"2532","5eb24b26f30ede1a6ae46c14"," SON LOVED TOY CAR","the son loved the toy car",100,52,"0",0,"32"
"2533","5eb24b26f30ede1a6ae46c14"," PRETTY WOMAN LIKED COOKIES","the pretty woman liked the cookies",100,53,"0",0,"32"
"2534","5eb24b26f30ede1a6ae46c14"," HOT SUN WARMED TEA","the hot sun warmed the chair",75,54,"0",0,"32"
"2535","5eb24b26f30ede1a6ae46c14"," TEACHER CHOSE DIFFICULT QUESTION","the teacher chose a difficult question",100,55,"0",0,"32"
"2536","5eb24b26f30ede1a6ae46c14"," SMALL ANIMAL SCARED BABY","the small animal scared the baby",100,56,"0",0,"32"
"2537","5eb24b26f30ede1a6ae46c14"," RICH BOYFRIEND OWNED HOUSES","the rich boyfriend owned the houses",100,57,"$$$",62.5,"32"
"2538","5eb24b26f30ede1a6ae46c14"," HARDWORKING FARMER GREW CORN","the farmer the corn",50,58,"$$$",31.25,"32"
"2539","5eb24b26f30ede1a6ae46c14"," MONKEY MADE HORRIBLE NOISE","the monkey made the woman nervous",50,59,"$$$",31.25,"32"
"2540","5eb24b26f30ede1a6ae46c14"," HOT COFFEE HURT BOY","the boy",25,60,"$$$",15.625,"32"
"2541","5eb24b26f30ede1a6ae46c14"," STORE SOLD DIRTY CLOTHES","sold the dirty clothes",75,61,"0",0,"32"
"2542","5eb24b26f30ede1a6ae46c14"," MAN ATE FRESH PEPPERS","the man ate the fresh peppers",100,62,"0",0,"32"
"2543","5eb24b26f30ede1a6ae46c14"," SMALL BOY CHOSE GAME","the small boy chose the game",100,63,"0",0,"32"
"2544","5eb24b26f30ede1a6ae46c14"," SMALL RESTAURANT NEEDED MONEY","the small restaurant needed the money",100,64,"0",0,"32"
"2545","5eb24b26f30ede1a6ae46c14"," NURSE CLEANED DIRTY CLOTHES","the nurse cleaned the dirty clothes",100,65,"0",0,"32"
"2546","5eb24b26f30ede1a6ae46c14"," FATHER HUGGED SAD DAUGHTER","the father hugged his sad dog",75,66,"0",0,"32"
"2547","5eb24b26f30ede1a6ae46c14"," PRETTY GIRL WON PRIZE","the pretty girl won the prize",100,67,"0",0,"32"
"2548","5eb24b26f30ede1a6ae46c14"," BOY CARRIED SMALL RABBIT","the boy carried the small",75,68,"0",0,"32"
"2549","5eb24b26f30ede1a6ae46c14"," MAN ATE LARGE MEAL","the man ate the large",75,69,"0",0,"32"
"2550","5eb24b26f30ede1a6ae46c14"," FAMILY WATCHED TALENTED PERFORMER","the family watched the",50,70,"0",0,"32"
"2551","5eb24b26f30ede1a6ae46c14"," CAT CHASED GRAY GREY MOUSE","the cat chased the gray mouse",100,71,"0",0,"32"
"2552","5eb24b26f30ede1a6ae46c14"," TROUBLED CHILD NEEDED MOTHER","the troubled child",50,72,"0",0,"32"
"2553","5eb24b26f30ede1a6ae46c14"," BOSS BOUGHT NEW CAR","the boss bought the property",50,73,"0",0,"32"
"2554","5eb24b26f30ede1a6ae46c14"," MOTHER BAKED DELICIOUS COOKIES","the mother baked the cookies",75,74,"0",0,"32"
"2555","5eb24b26f30ede1a6ae46c14"," DOCTOR HELPED SICK PATIENT","the doctor helped the sick patient",100,75,"0",0,"32"
"2556","5eb24b26f30ede1a6ae46c14"," COUPLE EXPECTED NEW BABY","the couple expected the baby",75,76,"0",0,"32"
"2557","5eb24b26f30ede1a6ae46c14"," WOMAN HEARD BEAUTIFUL SONG","the woman heard a beatiful song",75,77,"$$$",46.875,"32"
"2558","5eb24b26f30ede1a6ae46c14"," TRAVELERS VISITED NEW MUSEUM","the travellers visited the new city",50,78,"$$$",31.25,"32"
"2559","5eb24b26f30ede1a6ae46c14"," MEAN BEAR ATE FRUIT","the mean bear ate the fly",75,79,"$$$",46.875,"32"
"2560","5eb24b26f30ede1a6ae46c14"," TALENTED AUTHOR RECEIVED PRIZE","the talented author recieved the prize",75,80,"$$$",46.875,"32"
"2561","5c715e290a31ce00012fca49"," BUSY DAUGHTER JOINED MUSEUM","she's her daughter",25,1,"0",0,"33"
"2562","5c715e290a31ce00012fca49"," PLAYER HURT LEFT HAND","my",0,2,"0",0,"33"
"2563","5c715e290a31ce00012fca49"," TALENTED DOCTOR SAVED CHILD","doctor saved a child",75,3,"0",0,"33"
"2564","5c715e290a31ce00012fca49"," THREE SISTERS SHARED CLOTHES","my sister shared the clothes",50,4,"0",0,"33"
"2565","5c715e290a31ce00012fca49"," HUNGRY RABBIT ATE CARROTS","the hungry rabbit ate the carrots",100,5,"0",0,"33"
"2566","5c715e290a31ce00012fca49"," TEAM PLAYED DIFFICULT GAME","none",0,6,"0",0,"33"
"2567","5c715e290a31ce00012fca49"," CUSTOMERS HATED BLACK TEA","because",0,7,"0",0,"33"
"2568","5c715e290a31ce00012fca49"," DARK HOUSE SCARED BABY","none",0,8,"0",0,"33"
"2569","5c715e290a31ce00012fca49"," GRANDFATHER CHOSE OLD MOVIE","my grandfather chose",50,9,"0",0,"33"
"2570","5c715e290a31ce00012fca49"," BLACK BEAR SCARED VISITORS","none",0,10,"0",0,"33"
"2571","5c715e290a31ce00012fca49"," GRAY GREY MOUSE ATE CHEESE","none",0,11,"0",0,"33"
"2572","5c715e290a31ce00012fca49"," THIRSTY DOG DRANK WATER","the thirsty dog drank the water",100,12,"0",0,"33"
"2573","5c715e290a31ce00012fca49"," PRESIDENT GAVE INTERESTING SPEECH","none",0,13,"0",0,"33"
"2574","5c715e290a31ce00012fca49"," MAN HEARD BEAUTIFUL MUSIC","the man had",25,14,"0",0,"33"
"2575","5c715e290a31ce00012fca49"," LARGE MONKEY CHASED CHILD","the large monkey chased the",75,15,"0",0,"33"
"2576","5c715e290a31ce00012fca49"," FAMILY CLEANED DIRTY HOUSE","the family played",25,16,"0",0,"33"
"2577","5c715e290a31ce00012fca49"," COUPLE WANTED YOUNGEST CHILD","the couple always",25,17,"$$$",15.625,"33"
"2578","5c715e290a31ce00012fca49"," WOMAN MET RICH ACTOR","none",0,18,"$$$",0,"33"
"2579","5c715e290a31ce00012fca49"," TINY FLIES BOTHERED GIRL","the tiny",25,19,"$$$",15.625,"33"
"2580","5c715e290a31ce00012fca49"," CHEF COOKED DELICIOUS FOOD","the chef cooked the delicious food",100,20,"$$$",62.5,"33"
"2581","5c715e290a31ce00012fca49"," WOMAN HEARD BEAUTIFUL SONG","the woman sang her favorite song",50,21,"0",0,"33"
"2582","5c715e290a31ce00012fca49"," TRAVELERS VISITED NEW MUSEUM","the shrouded",0,22,"0",0,"33"
"2583","5c715e290a31ce00012fca49"," MEAN BEAR ATE FRUIT","none",0,23,"0",0,"33"
"2584","5c715e290a31ce00012fca49"," TALENTED AUTHOR RECEIVED PRIZE","the talented author received a prize",100,24,"0",0,"33"
"2585","5c715e290a31ce00012fca49"," MAN ATE LARGE MEAL","the man ate the large",75,25,"0",0,"33"
"2586","5c715e290a31ce00012fca49"," FAMILY WATCHED TALENTED PERFORMER","the family watched the talented",75,26,"0",0,"33"
"2587","5c715e290a31ce00012fca49"," CAT CHASED GRAY GREY MOUSE","the cat chased the grey mouse",100,27,"0",0,"33"
"2588","5c715e290a31ce00012fca49"," TROUBLED CHILD NEEDED MOTHER","the troubled child made an",50,28,"0",0,"33"
"2589","5c715e290a31ce00012fca49"," AUTHOR TOLD INTERESTING STORY","the elder told an interesting story",75,29,"0",0,"33"
